N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,0,1,777,54.3125,67.32421875,261.24609375,270.01953125,0.631034255027771,0.3626580536365509,19.25390625,-26.75149917602539
12,100,8.75,0,1,778,56.0546875,67.38671875,271.4453125,271.03515625,0.6506174206733704,0.3691770136356354,18.62109375,-26.125213623046875
12,100,8.75,0,1,779,54.03125,67.7265625,258.265625,269.05078125,0.6388400793075562,0.3592056334018707,19.26953125,-26.81631088256836
12,100,8.75,0,1,780,54.25,66.171875,261.3125,269.078125,0.6634659767150879,0.3607746362686157,19.828125,-27.327003479003906
12,100,8.75,0,1,781,55.71484375,65.8828125,272.0546875,268.0234375,0.66578209400177,0.3681654930114746,19.203125,-26.928274154663086
12,100,8.75,0,1,782,55.39453125,65.43359375,267.6796875,267.69140625,0.6331993937492371,0.3683888614177704,18.671875,-26.47524642944336
12,100,8.75,0,1,783,55.10546875,66.4921875,265.0078125,268.83203125,0.6265882253646851,0.3668270409107208,18.94921875,-26.577199935913086
12,100,8.75,0,1,784,54.70703125,66.05859375,265.15625,263.9375,0.6279025077819824,0.3641244173049927,19.42578125,-27.023160934448242
12,100,8.75,0,1,785,55.0546875,66.16796875,262.0,267.7734375,0.6509137153625488,0.3637552857398987,19.41796875,-26.96967887878418
12,100,8.75,0,1,786,54.1796875,67.09765625,261.39453125,269.77734375,0.6564014554023743,0.3598814606666565,19.7109375,-27.154884338378906
12,100,8.75,0,1,787,54.4453125,66.0078125,257.4140625,266.1953125,0.6336164474487305,0.36180514097213745,18.5390625,-26.179363250732422
