N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,none,1,46,94.26953125,98.52734375,349.6640625,382.94921875,0.0,0.0,21.36328125,-10.860937118530273
12,100,8.75,none,1,47,93.01171875,98.83984375,344.23828125,385.046875,0.0,0.0,21.94140625,-10.80439567565918
12,100,8.75,none,1,48,93.2421875,98.55859375,346.88671875,383.3671875,0.0,0.0,22.375,-10.903093338012695
12,100,8.75,none,1,49,93.70703125,99.234375,346.98046875,387.11328125,0.0,0.0,22.51953125,-10.866470336914062
12,100,8.75,none,1,50,93.3046875,98.625,346.69921875,387.32421875,0.0,0.0,22.62109375,-11.097429275512695
12,100,8.75,none,1,51,93.296875,98.046875,348.78515625,384.62109375,0.0,0.0,23.26953125,-11.290592193603516
12,100,8.75,none,1,52,92.6875,100.32421875,347.75390625,393.671875,0.0,0.0,22.4375,-10.973211288452148
12,100,8.75,none,1,53,91.8984375,99.9296875,343.58984375,392.23828125,0.0,0.0,23.22265625,-10.805697441101074
12,100,8.75,none,1,54,91.8125,99.47265625,345.67578125,386.95703125,0.0,0.0,23.01171875,-10.762434959411621
12,100,8.75,none,1,55,92.93359375,98.6328125,349.2734375,386.73046875,0.0,0.0,22.60546875,-11.06396484375
12,100,8.75,none,1,56,92.47265625,100.8203125,346.2578125,389.6328125,0.0,0.0,23.0078125,-10.845962524414062
12,100,8.75,none,1,57,93.140625,100.4140625,346.4921875,386.6953125,0.0,0.0,22.75390625,-10.912988662719727
12,100,8.75,none,1,58,92.6484375,101.43359375,344.97265625,387.6640625,0.0,0.0,23.09375,-10.723405838012695
12,100,8.75,none,1,59,92.94140625,101.5078125,344.04296875,387.8828125,0.0,0.0,22.69921875,-10.69677734375
12,100,8.75,none,1,60,92.51171875,100.88671875,341.5390625,384.03515625,0.0,0.0,23.25,-10.793228149414062
12,100,8.75,none,1,61,92.40234375,100.3359375,339.55859375,381.81640625,0.0,0.0,22.87890625,-10.841146469116211
12,100,8.75,none,1,62,93.01953125,101.83203125,342.26171875,385.26953125,0.0,0.0,23.11328125,-10.683431625366211
12,100,8.75,none,1,63,93.5390625,100.9296875,339.34375,382.16015625,0.0,0.0,22.71484375,-10.848991394042969
12,100,8.75,none,1,64,93.31640625,101.3125,341.58203125,380.8203125,0.0,0.0,22.73828125,-10.788737297058105
12,100,8.75,none,1,65,93.43359375,101.40234375,340.91796875,381.40234375,0.0,0.0,22.39453125,-10.841146469116211
12,100,8.75,none,1,66,92.66796875,102.3515625,336.64453125,382.78515625,0.0,0.0,22.5625,-10.701952934265137
12,100,8.75,none,1,67,94.16796875,101.859375,340.79296875,380.4765625,0.0,0.0,22.28515625,-10.789355278015137
12,100,8.75,none,1,68,92.7890625,102.484375,337.20703125,379.4609375,0.0,0.0,22.62109375,-10.532096862792969
12,100,8.75,none,1,69,93.34765625,102.18359375,338.02734375,378.8046875,0.0,0.0,22.0078125,-10.683756828308105
12,100,8.75,none,1,70,93.04296875,102.66015625,334.0703125,380.0234375,0.0,0.0,21.7890625,-10.4541015625
12,100,8.75,none,1,71,93.2109375,102.4375,335.34765625,374.3984375,0.0,0.0,22.05859375,-10.67304801940918
12,100,8.75,none,1,72,94.6796875,102.3671875,338.171875,375.2421875,0.0,0.0,21.98828125,-10.705307006835938
12,100,8.75,none,1,73,92.2265625,102.87109375,330.796875,377.1875,0.0,0.0,22.30859375,-10.462272644042969
12,100,8.75,none,1,74,93.6015625,103.3359375,334.48046875,376.1796875,0.0,0.0,21.87890625,-10.435709953308105
12,100,8.75,none,1,75,92.68359375,102.65234375,329.2265625,374.671875,0.0,0.0,22.1484375,-10.485189437866211
12,100,8.75,none,1,76,93.1796875,103.1953125,329.10546875,374.8671875,0.0,0.0,21.8125,-10.585025787353516
12,100,8.75,none,1,77,93.21484375,103.35546875,329.90234375,375.5234375,0.0,0.0,21.8515625,-10.172330856323242
12,100,8.75,none,1,78,93.2578125,104.25390625,326.7109375,375.16796875,0.0,0.0,21.53125,-10.117903709411621
12,100,8.75,none,1,79,93.4453125,104.25,327.0390625,371.6953125,0.0,0.0,21.4609375,-10.166406631469727
12,100,8.75,none,1,80,93.48046875,104.62890625,328.9453125,373.875,0.0,0.0,21.46484375,-10.185808181762695
12,100,8.75,none,1,81,94.6875,103.89453125,329.73046875,368.85546875,0.0,0.0,20.98828125,-10.49853515625
12,100,8.75,none,1,82,94.32421875,105.1171875,329.1015625,370.671875,0.0,0.0,21.03125,-9.984830856323242
12,100,8.75,none,1,83,94.0234375,104.88671875,327.625,369.81640625,0.0,0.0,21.171875,-10.115657806396484
12,100,8.75,none,1,84,94.703125,105.02734375,326.9296875,369.44140625,0.0,0.0,20.94921875,-10.189648628234863
12,100,8.75,none,1,85,94.12109375,106.046875,325.1640625,370.52734375,0.0,0.0,20.44140625,-10.018001556396484
12,100,8.75,none,1,86,93.8828125,104.95703125,325.94921875,367.7265625,0.0,0.0,20.53125,-9.992805480957031
12,100,8.75,none,1,87,93.73046875,105.2109375,321.76953125,367.07421875,0.0,0.0,20.7421875,-9.920670509338379
12,100,8.75,none,1,88,95.046875,105.203125,327.703125,366.40234375,0.0,0.0,20.3046875,-10.042024612426758
12,100,8.75,none,1,89,93.5,105.98046875,321.4375,368.51953125,0.0,0.0,20.6484375,-9.79111385345459
12,100,8.75,none,1,90,94.5234375,105.21875,326.06640625,366.7421875,0.0,0.0,20.74609375,-9.93115234375
12,100,8.75,none,1,91,94.6484375,106.5625,323.78515625,370.515625,0.0,0.0,20.453125,-9.994010925292969
12,100,8.75,none,1,92,95.2578125,105.2421875,326.62890625,364.5390625,0.0,0.0,20.015625,-10.141536712646484
12,100,8.75,none,1,93,94.26171875,106.87890625,322.25390625,368.21875,0.0,0.0,19.73046875,-9.772851943969727
